sci_name_id,park_id,category_name,family,order,common_names
3971,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Macgillivray's Warbler
3972,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Orange-Crowned Warbler
3973,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Orange-Crowned Warbler
3974,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Nashville Warbler
3975,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Nashville Warbler
3976,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Parulidae,Passeriformes,Wilson's Warbler
3977,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Regulidae,Passeriformes,Ruby-Crowned Kinglet
3978,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Regulidae,Passeriformes,Golden-Crowned Kinglet
3979,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Sittidae,Passeriformes,Red-Breasted Nuthatch
3980,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Sittidae,Passeriformes,White-Breasted Nuthatch
3981,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Sittidae,Passeriformes,"Pigmy Nuthatch, Pygmy Nuthatch"
3982,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Sittidae,Passeriformes,Pigmy Nuthatch
3983,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Troglodytidae,Passeriformes,House Wren
3984,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Troglodytidae,Passeriformes,None
3985,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Troglodytidae,Passeriformes,Winter Wren
3986,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Troglodytidae,Passeriformes,None
3987,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Hermit Thrush
3988,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Swainson's Thrush
3989,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Varied Thrush
3990,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Townsend's Solitaire
3991,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,None
3992,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Mountain Bluebird
3993,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,Western Bluebird
3994,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Turdidae,Passeriformes,"American Robin, Robin, Western Robin"
3995,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,Olive-Sided Flycatcher
3996,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,Western Wood-Pewee
3997,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,"Pacific-Slope Flycatcher, Western Flycatcher"
3998,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,Hammond's Flycatcher
3999,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,Dusky Flycatcher
4000,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Tyrannidae,Passeriformes,"Dusky Flycatcher, Gray Flycatcher"
4001,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Vireonidae,Passeriformes,Cassin's Vireo
4002,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Vireonidae,Passeriformes,Warbling Vireo
4003,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Vireonidae,Passeriformes,Warbling Vireo
4004,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Ardeidae,Pelecaniformes,Great Egret
4005,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Ardeidae,Pelecaniformes,Black-Crowned Night-Heron
4006,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Pelecanidae,Pelecaniformes,American White Pelican
4007,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Pelecanidae,Pelecaniformes,Brown Pelican
4008,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Northern Flicker
4009,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,None
4010,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Pileated Woodpecker
4011,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,White-Headed Woodpecker
4012,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Black-Backed Woodpecker
4013,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Downy Woodpecker
4014,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Three-Toed Woodpecker
4015,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Northern 3-Toed Woodpecker
4016,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Hairy Woodpecker
4017,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Red-Breasted Sapsucker
4018,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Picidae,Piciformes,Williamson's Sapsucker
4019,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Podicipedidae,Podicipediformes,Eared Grebe
4020,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Northern Saw-Whet Owl
4021,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Burrowing Owl
4022,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Great Horned Owl
4023,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,"Northern Pygmy-Owl, Pygmy Owl"
4024,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,"Tecolote Occidental, Western Screech Owl, Western Screech-Owl"
4025,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Great Gray Owl
4026,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Great Gray Owl
4027,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Northern Spotted Owl
4028,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Northern Spotted Owl
4029,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Strigidae,Strigiformes,Barred Owl
4030,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Bird,Phalacrocoracidae,Suliformes,Double-Crested Cormorant
4031,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Reptile,Iguanidae,Squamata,Sagebrush Lizard
4032,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Bufonidae,Anura,Western Toad
4033,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Hylidae,Anura,Pacific Treefrog(Chorus Frog)
4034,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Leiopelmatidae,Anura,Tailed Frog
4035,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Ranidae,Anura,"Cascade Frog, Cascades Frog"
4036,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Ambystomatidae,Caudata,Long-Toed Salamander
4037,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Salamandridae,Caudata,Rough-Skinned Newt
4038,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,Amphibian,Salamandridae,Caudata,"Crater Lake Newt, Rough-Skinned Newt"
4039,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Cervidae,Artiodactyla,White-Tailed Deer
4040,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Canidae,Carnivora,Coyote
4041,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Canidae,Carnivora,Gray Fox
4042,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Canidae,Carnivora,Red Fox
4043,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Mephitidae,Carnivora,Striped Skunk
4044,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Mustelidae,Carnivora,River Otter
4045,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Mustelidae,Carnivora,Long-Tailed Weasel
4046,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Mustelidae,Carnivora,Least Weasel
4047,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Mustelidae,Carnivora,Mink
4048,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Procyonidae,Carnivora,Raccoon
4049,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Big Brown Bat
4050,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Silver-Haired Bat
4051,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Red Bat
4052,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Hoary Bat
4053,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Eastern Small-Footed Bat
4054,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,"Little Brown Bat, Little Brown Myotis"
4055,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,"Northern Long-Eared Bat, Northern Myotis"
4056,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Indiana Bat
4057,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Vespertilionidae,Chiroptera,Tri-Colored Bat
4058,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Didelphidae,Didelphimorphia,Virginia Opossum
4059,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Leporidae,Lagomorpha,Eastern Cottontail
4060,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Castoridae,Rodentia,Beaver
4061,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Cricetidae,Rodentia,Meadow Vole
4062,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Cricetidae,Rodentia,Woodland Vole
4063,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Cricetidae,Rodentia,Muskrat
4064,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Cricetidae,Rodentia,White-Footed Mouse
4065,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Dipodidae,Rodentia,Meadow Jumping Mouse
4066,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Muridae,Rodentia,House Mouse
4067,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Muridae,Rodentia,Norway Rat
4068,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,Southern Flying Squirrel
4069,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,"Ground Hog, Woodchuck"
4070,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,Gray Squirrel
4071,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,Fox Squirrel
4072,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,Eastern Chipmunk
4073,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Sciuridae,Rodentia,Red Squirrel
4074,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Soricidae,Soricomorpha,Short-Tailed Shrew
4075,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Soricidae,Soricomorpha,Masked Shrew
4076,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Soricidae,Soricomorpha,Smoky Shrew
4077,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Talpidae,Soricomorpha,Star-Nosed Mole
4078,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Talpidae,Soricomorpha,Hairy-Tailed Mole
4079,F4D44F29-3F67-498F-B05B-0783473D2708,Mammal,Talpidae,Soricomorpha,Eastern Mole
4080,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Parulidae,Passeriformes,"Brewster's Warbler, Lawrence's Warbler"
4081,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Cooper's Hawk
4082,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Northern Goshawk
4083,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Sharp-Shinned Hawk
4084,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Red-Tailed Hawk
4085,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Rough-Legged Hawk
4086,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Red-Shouldered Hawk
4087,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Broad-Winged Hawk
4088,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Northern Harrier
4089,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Bald Eagle
4090,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Accipitridae,Accipitriformes,Mississippi Kite
4091,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cathartidae,Accipitriformes,Turkey Vulture
4092,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cathartidae,Accipitriformes,Black Vulture
4093,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Pandionidae,Accipitriformes,Osprey
4094,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Wood Duck
4095,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Northern Pintail
4096,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,American Wigeon
4097,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Northern Shoveler
4098,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Green-Winged Teal
4099,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Blue-Winged Teal
4100,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Mallard
4101,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,American Black Duck
4102,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Gadwall
4103,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Lesser Scaup
4104,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Redhead
4105,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Ring-Necked Duck
4106,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Greater Scaup
4107,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Canvasback
4108,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Canada Goose
4109,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Bufflehead
4110,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Common Goldeneye
4111,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Snow Goose
4112,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Tundra Swan
4113,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Mute Swan
4114,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Hooded Merganser
4115,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,White-Winged Scoter
4116,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Common Merganser
4117,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Red-Breasted Merganser
4118,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Anatidae,Anseriformes,Ruddy Duck
4119,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Apodidae,Apodiformes,Chimney Swift
4120,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Trochilidae,Apodiformes,Ruby-Throated Hummingbird
4121,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Caprimulgidae,Caprimulgiformes,Whip-Poor-Will
4122,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Caprimulgidae,Caprimulgiformes,Common Nighthawk
4123,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Charadriidae,Charadriiformes,Semipalmated Plover
4124,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Charadriidae,Charadriiformes,Killdeer
4125,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Charadriidae,Charadriiformes,Black-Bellied Plover
4126,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Laridae,Charadriiformes,Black Tern
4127,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Laridae,Charadriiformes,Herring Gull
4128,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Laridae,Charadriiformes,Ring-Billed Gull
4129,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Laridae,Charadriiformes,Great Black-Backed Gull
4130,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Laridae,Charadriiformes,Bonaparte's Gull
4131,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Spotted Sandpiper
4132,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Dunlin
4133,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,White-Rumped Sandpiper
4134,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Pectoral Sandpiper
4135,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Least Sandpiper
4136,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,"Common Snipe, Wilson's Snipe"
4137,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,American Woodcock
4138,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Lesser Yellowlegs
4139,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Greater Yellowlegs
4140,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Scolopacidae,Charadriiformes,Solitary Sandpiper
4141,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Columbidae,Columbiformes,"Rock Dove, Rock Pigeon"
4142,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Columbidae,Columbiformes,"Common Ground Dove, Common Ground-Dove"
4143,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Columbidae,Columbiformes,Mourning Dove
4144,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Alcedinidae,Coraciiformes,Belted Kingfisher
4145,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cuculidae,Cuculiformes,Yellow-Billed Cuckoo
4146,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cuculidae,Cuculiformes,Black-Billed Cuckoo
4147,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Falconidae,Falconiformes,Merlin
4148,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Falconidae,Falconiformes,Peregrine Falcon
4149,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Falconidae,Falconiformes,American Kestrel
4150,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Phasianidae,Galliformes,Ruffed Grouse
4151,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Phasianidae,Galliformes,Wild Turkey
4152,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Phasianidae,Galliformes,Ring-Necked Pheasant
4153,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Gaviidae,Gaviiformes,Common Loon
4154,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Gruidae,Gruiformes,Sandhill Crane
4155,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Rallidae,Gruiformes,American Coot
4156,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Rallidae,Gruiformes,Common Moorhen
4157,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Rallidae,Gruiformes,Sora
4158,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Rallidae,Gruiformes,Virginia Rail
4159,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Alaudidae,Passeriformes,Horned Lark
4160,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Bombycillidae,Passeriformes,Cedar Waxwing
4161,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Bombycillidae,Passeriformes,Bohemian Waxwing
4162,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Calcariidae,Passeriformes,Lapland Longspur
4163,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Calcariidae,Passeriformes,Snow Bunting
4164,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Northern Cardinal
4165,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Indigo Bunting
4166,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Rose-Breasted Grosbeak
4167,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Scarlet Tanager
4168,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Summer Tanager
4169,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Cardinalidae,Passeriformes,Dickcissel
4170,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Certhiidae,Passeriformes,Brown Creeper
4171,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Corvidae,Passeriformes,American Crow
4172,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Corvidae,Passeriformes,Blue Jay
4173,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Henslow's Sparrow
4174,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Nelson's Sharp-Tailed Sparrow
4175,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Grasshopper Sparrow
4176,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Dark-Eyed Junco
4177,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Swamp Sparrow
4178,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Lincoln's Sparrow
4179,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Song Sparrow
4180,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Savannah Sparrow
4181,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Fox Sparrow
4182,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,"Eastern Towhee, Rufous-Sided Towhee"
4183,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Vesper Sparrow
4184,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,American Tree Sparrow
4185,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Chipping Sparrow
4186,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,Field Sparrow
4187,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,White-Throated Sparrow
4188,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Emberizidae,Passeriformes,White-Crowned Sparrow
4189,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Common Redpoll
4190,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Pine Siskin
4191,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,American Goldfinch
4192,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,House Finch
4193,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Purple Finch
4194,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Evening Grosbeak
4195,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Red Crossbill
4196,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,White-Winged Crossbill
4197,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Fringillidae,Passeriformes,Pine Grosbeak
4198,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Cliff Swallow
4199,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Barn Swallow
4200,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Purple Martin
4201,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Bank Swallow
4202,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Northern Rough-Winged Swallow
4203,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Hirundinidae,Passeriformes,Tree Swallow
4204,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Red-Winged Blackbird
4205,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Bobolink
4206,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Rusty Blackbird
4207,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Northern Oriole
4208,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Orchard Oriole
4209,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Brown-Headed Cowbird
4210,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Common Grackle
4211,F4D44F29-3F67-498F-B05B-0783473D2708,Bird,Icteridae,Passeriformes,Eastern Meadowlark
