,sci_name
5474,Zenaida macroura
5475,Ceryle alcyon
5476,Coccyzus americanus
5477,Coccyzus erythropthalmus
5478,Coccyzus minor
5479,Crotophaga ani
5480,Crotophaga sulcirostris
5481,Caracara cheriway
5482,Falco columbarius
5483,Falco peregrinus
5484,Falco sparverius
5485,Colinus virginianus
5486,Meleagris gallopavo
5487,Gavia immer
5488,Gavia stellata
5489,Aramus guarauna
5490,Grus canadensis
5491,Coturnicops noveboracensis
5492,Fulica americana
5493,Gallinula chloropus
5494,Laterallus jamaicensis
5495,Porphyrio martinica
5496,Porzana carolina
5497,Rallus elegans
5498,Rallus limicola
5499,Rallus longirostris
5500,Eremophila alpestris
5501,Bombycilla cedrorum
5502,Calcarius lapponicus
5503,Cardinalis cardinalis
5504,Guiraca caerulea
5505,Passerina ciris
5506,Passerina cyanea
5507,Pheucticus ludovicianus
5508,Piranga ludoviciana
5509,Piranga olivacea
5510,Piranga rubra
5511,Spiza americana
5512,Coereba flaveola
5513,Corvus brachyrhynchos
5514,Corvus ossifragus
5515,Cyanocitta cristata
5516,Aimophila aestivalis
5517,Ammodramus caudacutus
5518,Ammodramus leconteii
5519,Ammodramus maritimus
5520,Ammodramus maritimus mirabilis
5521,Ammodramus nelsoni
5522,Ammodramus savannarum
5523,Calamospiza melanocorys
5524,Chondestes grammacus
5525,Junco hyemalis
5526,Melospiza georgiana
5527,Melospiza lincolnii
5528,Melospiza melodia
5529,Passerculus sandwichensis
5530,Pipilo erythrophthalmus
5531,Pooecetes gramineus
5532,Spizella pallida
5533,Spizella passerina
5534,Spizella pusilla
5535,Zonotrichia leucophrys
5536,Carduelis pinus
5537,Carduelis tristis
5538,Hirundo rustica
5539,Petrochelidon fulva
5540,Petrochelidon pyrrhonota
5541,Progne subis
5542,Riparia riparia
5543,Stelgidopteryx serripennis
5544,Tachycineta bicolor
5545,Tachycineta cyaneoviridis
5546,Agelaius phoeniceus
5547,Dolichonyx oryzivorus
5548,Euphagus carolinus
5549,Euphagus cyanocephalus
5550,Icterus bullockii
5551,Icterus galbula
5552,Icterus pectoralis
5553,Icterus spurius
5554,Molothrus aeneus
5555,Molothrus ater
5556,Molothrus bonariensis
5557,Quiscalus major
5558,Quiscalus quiscula
5559,Sturnella magna
5560,Xanthocephalus xanthocephalus
5561,Lanius ludovicianus
5562,Dumetella carolinensis
5563,Mimus gundlachii
5564,Mimus polyglottos
5565,Toxostoma rufum
5566,Anthus rubescens
5567,Oenanthe oenanthe
5568,Baeolophus bicolor
5569,Dendroica caerulescens
5570,Dendroica castanea
5571,Dendroica cerulea
5572,Dendroica coronata
5573,Dendroica discolor
5574,Dendroica discolor paludicola
5575,Dendroica dominica
5576,Dendroica fusca
5577,Dendroica magnolia
5578,Dendroica nigrescens
5579,Dendroica palmarum
5580,Dendroica pensylvanica
5581,Dendroica petechia
5582,Dendroica pinus
5583,Dendroica striata
5584,Dendroica tigrina
5585,Dendroica virens
5586,Geothlypis trichas
5587,Helmitheros vermivorum
5588,Icteria virens
5589,Limnothlypis swainsonii
5590,Mniotilta varia
5591,Oporornis agilis
5592,Oporornis formosus
5593,Oporornis philadelphia
5594,Parula americana
5595,Protonotaria citrea
5596,Seiurus aurocapilla
5597,Seiurus motacilla
5598,Seiurus noveboracensis
5599,Setophaga ruticilla
5600,Vermivora celata
5601,Vermivora chrysoptera
5602,Vermivora peregrina
5603,Vermivora pinus
5604,Wilsonia citrina
5605,Wilsonia pusilla
5606,Passer domesticus
5607,Polioptila caerulea
5608,Regulus calendula
5609,Sitta carolinensis
5610,Sitta pusilla
5611,Gracula religiosa
5612,Sturnus vulgaris
5613,Spindalis zena
5614,Tiaris bicolor
5615,Tiaris olivaceus
5616,Cistothorus palustris
5617,Cistothorus platensis
5618,Thryothorus ludovicianus
5619,Troglodytes aedon
5620,Troglodytes troglodytes
5621,Catharus fuscescens
5622,Catharus guttatus
5623,Catharus minimus
5624,Catharus ustulatus
5625,Hylocichla mustelina
5626,Sialia currucoides
5627,Sialia sialis
5628,Turdus migratorius
5629,Contopus caribaeus
5630,Contopus cooperi
5631,Contopus virens
5632,Empidonax minimus
5633,Empidonax virescens
5634,Myiarchus crinitus
5635,Myiarchus tyrannulus
5636,Pyrocephalus rubinus
5637,Sayornis phoebe
5638,Sayornis saya
5639,Tyrannus dominicensis
5640,Tyrannus forficatus
5641,Tyrannus savana
5642,Tyrannus tyrannus
5643,Tyrannus verticalis
5644,Vireo altiloquus
5645,Vireo bellii
5646,Vireo crassirostris
5647,Vireo flavifrons
5648,Vireo gilvus
5649,Vireo griseus
5650,Vireo olivaceus
5651,Vireo philadelphicus
5652,Vireo solitarius
5653,Ardea alba
5654,Ardea herodias
5655,Ardea herodias occidentalis
5656,Botaurus lentiginosus
5657,Bubulcus ibis
5658,Butorides virescens
5659,Egretta caerulea
5660,Egretta rufescens
5661,Egretta thula
5662,Egretta tricolor
5663,Ixobrychus exilis
5664,Nyctanassa violacea
5665,Nycticorax nycticorax
5666,Pelecanus erythrorhynchos
5667,Pelecanus occidentalis
5668,Eudocimus albus
5669,Eudocimus ruber
5670,Platalea ajaja
5671,Plegadis chihi
5672,Plegadis falcinellus
5673,Phoenicopterus ruber
5674,Colaptes auratus
5675,Dryocopus pileatus
5676,Melanerpes carolinus
5677,Melanerpes erythrocephalus
5678,Picoides pubescens
5679,Picoides villosus
5680,Sphyrapicus varius
5681,Podiceps auritus
5682,Podiceps grisegena
5683,Podilymbus podiceps
5684,Oceanites oceanicus
5685,Puffinus griseus
5686,Puffinus lherminieri
5687,Brotogeris versicolurus
5688,Melopsittacus undulatus
5689,Myiopsitta monachus
5690,Psittacula krameri
5691,Asio flammeus
5692,Athene cunicularia
5693,Bubo virginianus
5694,Megascops asio
5695,Strix varia
5696,Tyto alba
5697,Anhinga anhinga
5698,Fregata magnificens
5699,Phalacrocorax auritus
5700,Phalacrocorax carbo
5701,Morus bassanus
5702,Sula leucogaster
5703,Alligator mississippiensis
5704,Caiman crocodilus
5705,Ophisaurus compressus
5706,Cemophora coccinea coccinea
5707,Coluber constrictor paludicola
5708,Diadophis punctatus punctatus
5709,Drymarchon corais couperi
5710,Elaphe guttata guttata
5711,Elaphe obsoleta quadrivittata
5712,Elaphe obsoleta rossalleni
5713,Farancia abacura abacura
5714,Lampropeltis getula floridana
5715,Lampropeltis triangulum elapsoides
5716,Nerodia clarkii compressicauda
5717,Nerodia fasciata pictiventris
5718,Nerodia floridana
5719,Nerodia taxispilota
5720,Opheodrys aestivus
5721,Regina alleni
5722,Seminatrix pygaea cyclas
5723,Storeria dekayi victa
5724,Thamnophis sauritus sackenii
5725,Thamnophis sirtalis sirtalis
5726,Micrurus fulvius fulvius
5727,Gekko gecko
5728,Hemidactylus garnotii
5729,Hemidactylus mabouia
5730,Hemidactylus tursicus tursicus
5731,Anolis carolinensis
5732,Anolis sagrei
5733,Python molorus bivittatus
5734,Eumeces inexpectatus
5735,Scincella lateralis
5736,Rhamphotyphlops braminus
5737,Agkistrodon piscivorus conanti
5738,Crotalus adamanteus
5739,Sistrurus miliarius barbouri
5740,Chelonia mydas
5741,Eretmochelys imbricata imbricata
5742,Lepidochelys kempi
5743,Chelydra serpentina osceola
5744,Dermochelys coriacea
5745,Deirochelys reticularia chrysea
5746,Malaclemys terrapin macrospilota
5747,Malaclemys terrapin rhizophorarum
5748,Malaclemys terrapin tequesta
5749,Pseudemys floridana floridana
5750,Pseudemys floridana peninsularis
5751,Pseudemys nelsoni
5752,Terrapene carolina bauri
5753,Kinosternon baurii
5754,Kinosternon subrubrum steindachneri
5755,Sternotherus odoratus
5756,Gopherus polyphemus
5757,Apalone ferox
5758,Bufo marinus
5759,Bufo quercicus
5760,Bufo terrestris
5761,Eleutherodactylus planirostris
5762,Acris gryllus dorsalis
5763,Hyla cinerea
5764,Hyla squirella
5765,Osteopilus septentrionalis
5766,Pseudacris nigrita verrucosa
5767,Pseudacris ocularis
5768,Gastrophryne carolinensis
5769,Rana grylio
5770,Rana sphenocephala
5771,Amphiuma means
5772,Notophthalmus viridescens piaropicola
5773,Pseudobranchus axanthus belli
5774,Siren lacertina
5775,Ovibos moschatus
5776,Ovis dalli
5777,Alces alces
5778,Rangifer tarandus
5779,Alopex lagopus
5780,Canis latrans
5781,Canis lupus
5782,Vulpes vulpes
5783,Lynx canadensis
5784,Gulo gulo
5785,Lontra canadensis
5786,Martes americana
5787,Mustela erminea
5788,Mustela nivalis
5789,Mustela vison
5790,Ursus americanus
5791,Ursus arctos
5792,Lepus americanus
5793,Castor canadensis
5794,Clethrionomys rutilus
5795,Dicrostonyx groenlandicus
5796,Lemmus trimucronatus
5797,Microtus miurus
5798,Microtus oeconomus
5799,Microtus pennsylvanicus
5800,Microtus xanthognathus
5801,Ondatra zibethicus
5802,Synaptomys borealis
5803,Erethizon dorsatum
5804,Marmota broweri
5805,Spermophilus parryii
5806,Tamiasciurus hudsonicus
5807,Sorex cinereus
5808,Sorex hoyi
5809,Sorex monticolus
5810,Sorex tundrensis
5811,Sorex ugyunak
5812,Sorex yukonicus
5813,Accipiter gentilis
5814,Accipiter striatus
5815,Aquila chrysaetos
5816,Buteo jamaicensis
5817,Buteo lagopus
5818,Circus cyaneus
5819,Haliaeetus leucocephalus
5820,Pandion haliaetus
5821,Anas acuta
5822,Anas americana
5823,Anas clypeata
5824,Anas crecca
5825,Anas platyrhynchos
5826,Anser albifrons
5827,Aythya affinis
5828,Aythya marila
5829,Aythya valisineria
5830,Branta canadensis
5831,Bucephala albeola
5832,Bucephala clangula
5833,Chen caerulescens
5834,Clangula hyemalis
5835,Cygnus columbianus
5836,Histrionicus histrionicus
5837,Melanitta fusca
5838,Melanitta nigra
5839,Melanitta perspicillata
5840,Mergus serrator
5841,Charadrius semipalmatus
5842,Pluvialis dominica
5843,Pluvialis squatarola
5844,Larus argentatus
5845,Larus canus
5846,Larus hyperboreus
5847,Larus philadelphia
5848,Sterna paradisaea
5849,Actitis macularia
5850,Bartramia longicauda
5851,Calidris alba
5852,Calidris bairdii
5853,Calidris melanotos
5854,Calidris minutilla
5855,Calidris pusilla
5856,Gallinago gallinago
5857,Heteroscelus incanus
5858,Numenius phaeopus
5859,Phalaropus fulicaria
5860,Phalaropus lobatus
5861,Tringa flavipes
5862,Tringa solitaria
5863,Stercorarius longicaudus
5864,Stercorarius parasiticus
5865,Ceryle alcyon
5866,Falco columbarius
5867,Falco peregrinus
5868,Falco rusticolus
5869,Falco sparverius
5870,Dendragapus canadensis
5871,Lagopus lagopus
5872,Lagopus mutus
5873,Gavia adamsii
5874,Gavia immer
5875,Gavia pacifica
5876,Gavia stellata
5877,Grus canadensis
5878,Eremophila alpestris
5879,Bombycilla garrulus
5880,Calcarius lapponicus
5881,Calcarius pictus
5882,Plectrophenax nivalis
5883,Corvus corax
5884,Perisoreus canadensis
5885,Junco hyemalis
5886,Melospiza lincolnii
5887,Passerculus sandwichensis
5888,Passerella iliaca
5889,Spizella arborea
5890,Zonotrichia atricapilla
5891,Zonotrichia leucophrys
5892,Carduelis flammea
5893,Carduelis hornemanni
5894,Leucosticte tephrocotis
5895,Loxia leucoptera
5896,Pinicola enucleator
5897,Hirundo pyrrhonota
5898,Riparia riparia
5899,Tachycineta bicolor
5900,Tachycineta thalassina
5901,Euphagus carolinus
5902,Lanius excubitor
5903,Anthus rubescens
5904,Motacilla flava
5905,Oenanthe oenanthe
5906,Parus atricapillus
5907,Dendroica coronata
5908,Dendroica petechia
5909,Dendroica striata
5910,Seiurus noveboracensis
5911,Vermivora celata
5912,Wilsonia pusilla
5913,Regulus calendula
5914,Sitta canadensis
5915,Catharus minimus
5916,Catharus ustulatus
5917,Ixoreus naevius
5918,Myadestes townsendi
5919,Turdus migratorius
5920,Contopus borealis
5921,Empidonax alnorum
5922,Sayornis saya
5923,Colaptes auratus
5924,Picoides tridactylus
5925,Picoides villosus
5926,Podiceps auritus
5927,Podiceps grisegena
5928,Aegolius funereus
5929,Asio flammeus
5930,Bubo virginianus
5931,Nyctea scandiaca
5932,Strix nebulosa
5933,Surnia ulula
5934,Rana sylvatica
5935,Oreamnos americanus
5936,Ovis canadensis
5937,Alces alces
5938,Cervus elaphus
5939,Odocoileus hemionus
5940,Odocoileus virginianus
5941,Canis latrans
5942,Canis lupus
5943,Vulpes vulpes
5944,Lynx canadensis
5945,Lynx rufus
5946,Puma concolor
5947,Mephitis mephitis
5948,Gulo gulo
5949,Lutra canadensis
5950,Martes americana
5951,Martes pennanti
5952,Mustela erminea
5953,Mustela frenata
5954,Mustela nivalis
5955,Mustela vison
5956,Taxidea taxus
5957,Procyon lotor
5958,Ursus americanus
5959,Ursus arctos horribilis
5960,Eptesicus fuscus
5961,Lasionycteris noctivagans
5962,Myotis californicus
5963,Myotis evotis
5964,Myotis lucifugus
5965,Lepus americanus
5966,Lepus townsendii
5967,Ochotona princeps
5968,Castor canadensis
5969,Clethrionomys gapperi
5970,Microtus longicaudus
5971,Microtus pennsylvanicus
5972,Microtus richardsoni
5973,Neotoma cinerea
5974,Ondatra zibethicus
5975,Peromyscus maniculatus
5976,Phenacomys intermedius
5977,Synaptomys borealis
5978,Zapus princeps
5979,Erethizon dorsatum
5980,Thomomys talpoides
5981,Glaucomys sabrinus
5982,Marmota caligata
5983,Marmota flaviventris
5984,Spermophilus columbianus
5985,Spermophilus lateralis
5986,Spermophilus richardsonii
5987,Spermophilus tridecemlineatus
5988,Tamias amoenus
5989,Tamias ruficaudus
5990,Tamiasciurus hudsonicus
5991,Sorex cinereus
5992,Sorex monticolus
5993,Sorex palustris
5994,Sorex vagrans
5995,Accipiter cooperii
5996,Accipiter gentilis
5997,Accipiter striatus
5998,Aquila chrysaetos
5999,Buteo jamaicensis
6000,Buteo lagopus
6001,Buteo platypterus
6002,Buteo regalis
6003,Buteo swainsoni
6004,Circus cyaneus
6005,Haliaeetus leucocephalus
6006,Cathartes aura
6007,Pandion haliaetus
6008,Aix sponsa
6009,Anas acuta
6010,Anas americana
6011,Anas clypeata
6012,Anas crecca
6013,Anas cyanoptera
6014,Anas discors
6015,Anas penelope
6016,Anas platyrhynchos
6017,Anas strepera
6018,Aythya affinis
6019,Aythya americana
6020,Aythya collaris
6021,Aythya marila
6022,Aythya valisineria
6023,Branta canadensis
6024,Bucephala albeola
6025,Bucephala clangula
6026,Bucephala islandica
6027,Chen caerulescens
6028,Chen rossii
6029,Clangula hyemalis
6030,Cygnus buccinator
6031,Cygnus columbianus
6032,Histrionicus histrionicus
6033,Lophodytes cucullatus
6034,Melanitta fusca
6035,Melanitta perspicillata
6036,Mergus merganser
6037,Mergus serrator
6038,Oxyura jamaicensis
6039,Chaetura vauxi
6040,Cypseloides niger
6041,Archilochus alexandri
6042,Selasphorus platycercus
6043,Selasphorus rufus
6044,Stellula calliope
6045,Chordeiles minor
6046,Charadrius semipalmatus
6047,Charadrius vociferus
6048,Pluvialis squatarola
6049,Chlidonias niger
6050,Larus argentatus
6051,Larus californicus
6052,Larus delawarensis
6053,Larus glaucescens
6054,Larus hyperboreus
6055,Larus philadelphia
6056,Larus pipixcan
6057,Rissa tridactyla
6058,Sterna caspia
6059,Sterna hirundo
6060,Recurvirostra americana
6061,Actitis macularia
6062,Calidris bairdii
6063,Calidris mauri
6064,Calidris melanotos
6065,Catoptrophorus semipalmatus
6066,Gallinago gallinago
6067,Limnodromus scolopaceus
6068,Limosa fedoa
6069,Numenius americanus
6070,Phalaropus lobatus
6071,Phalaropus tricolor
6072,Tringa flavipes
6073,Tringa melanoleuca
6074,Tringa solitaria
6075,Columba fasciata
6076,Columba livia
6077,Zenaida macroura
6078,Ceryle alcyon
6079,Falco columbarius
6080,Falco mexicanus
6081,Falco peregrinus
6082,Falco rusticolus
6083,Falco sparverius
6084,Bonasa umbellus
6085,Dendragapus canadensis
6086,Dendragapus obscurus
6087,Lagopus leucurus
6088,Phasianus colchicus
6089,Tympanuchus phasianellus
6090,Gavia adamsii
6091,Gavia immer
6092,Gavia pacifica
6093,Gavia stellata
6094,Grus canadensis
6095,Fulica americana
6096,Porzana carolina
6097,Eremophila alpestris
6098,Bombycilla cedrorum
6099,Bombycilla garrulus
6100,Calcarius lapponicus
6101,Calcarius mccownii
6102,Calcarius ornatus
6103,Plectrophenax nivalis
6104,Passerina amoena
6105,Passerina cyanea
6106,Pheucticus ludovicianus
6107,Pheucticus melanocephalus
6108,Piranga ludoviciana
6109,Certhia americana
6110,Cinclus mexicanus
6111,Corvus brachyrhynchos
6112,Corvus corax
6113,Cyanocitta cristata
6114,Cyanocitta stelleri
6115,Nucifraga columbiana
6116,Perisoreus canadensis
6117,Pica pica
6118,Ammospiza leconteii
6119,Junco hyemalis
6120,Melospiza lincolnii
6121,Melospiza melodia
6122,Passerculus sandwichensis
6123,Passerella iliaca
6124,Pipilo erythrophthalmus
6125,Pooecetes gramineus
6126,Spizella arborea
6127,Spizella breweri
6128,Spizella pallida
6129,Spizella passerina
6130,Zonotrichia albicollis
6131,Zonotrichia leucophrys
6132,Zonotrichia querula
6133,Carduelis flammea
6134,Carduelis pinus
6135,Carduelis tristis
6136,Carpodacus cassinii
6137,Carpodacus mexicanus
6138,Coccothraustes vespertinus
6139,Leucosticte arctoa
6140,Loxia curvirostra
6141,Loxia leucoptera
6142,Pinicola enucleator
6143,Hirundo pyrrhonota
6144,Hirundo rustica
6145,Riparia riparia
6146,Stelgidopteryx serripennis
6147,Tachycineta bicolor
6148,Tachycineta thalassina
6149,Agelaius phoeniceus
6150,Euphagus carolinus
6151,Euphagus cyanocephalus
6152,Molothrus ater
6153,Sturnella neglecta
6154,Xanthocephalus xanthocephalus
6155,Lanius excubitor
6156,Lanius ludovicianus
6157,Dumetella carolinensis
6158,Mimus polyglottos
6159,Oreoscoptes montanus
6160,Anthus rubescens
6161,Parus atricapillus
6162,Parus gambeli
6163,Parus hudsonicus
6164,Parus rufescens
6165,Dendroica castanea
6166,Dendroica coronata
6167,Dendroica petechia
6168,Dendroica tigrina
6169,Dendroica townsendi
6170,Geothlypis trichas
6171,Oporornis tolmiei
6172,Parula americana
6173,Seiurus aurocapillus
6174,Seiurus noveboracensis
6175,Setophaga ruticilla
6176,Vermivora celata
6177,Vermivora peregrina
6178,Wilsonia pusilla
6179,Regulus calendula
6180,Regulus satrapa
6181,Sitta canadensis
6182,Sitta carolinensis
6183,Sturnus vulgaris
6184,Salpinctes obsoletus
6185,Troglodytes aedon
6186,Troglodytes troglodytes
6187,Catharus fuscescens
6188,Catharus guttatus
6189,Catharus ustulatus
6190,Ixoreus naevius
6191,Myadestes townsendi
6192,Sialia currucoides
6193,Sialia mexicana
6194,Turdus migratorius
6195,Contopus borealis
6196,Contopus sordidulus
6197,Empidonax difficilis
6198,Empidonax hammondii
6199,Empidonax minimus
6200,Empidonax oberholseri
6201,Empidonax traillii
6202,Sayornis saya
6203,Tyrannus tyrannus
6204,Tyrannus verticalis
6205,Vireo gilvus
6206,Vireo olivaceus
6207,Vireo solitarius
6208,Ardea herodias
6209,Nycticorax nycticorax
6210,Pelecanus erythrorhynchos
6211,Colaptes auratus
6212,Dryocopus pileatus
6213,Melanerpes lewis
6214,Picoides arcticus
6215,Picoides pubescens
6216,Picoides tridactylus
6217,Picoides villosus
6218,Sphyrapicus nuchalis
6219,Sphyrapicus thyroideus
6220,Aechmophorus occidentalis
6221,Podiceps auritus
6222,Podiceps grisegena
6223,Podiceps nigricollis
6224,Podilymbus podiceps
6225,Aegolius acadicus
6226,Aegolius funereus
6227,Asio otus
6228,Athene cunicularia
6229,Bubo virginianus
6230,Glaucidium gnoma
6231,Nyctea scandiaca
6232,Otus kennicottii
6233,Strix nebulosa
6234,Strix varia
6235,Surnia ulula
6236,Phalacrocorax auritus
6237,Thamnophis elegans
6238,Thamnophis sirtalis
6239,Chrysemys picta
6240,Bufo boreas
6241,Pseudacris maculata
6242,Pseudacris regilla
6243,Ascaphus montanus
6244,Rana luteiventris
6245,Ambystoma macrodactylum
6246,Oreamnos americanus
6247,Alces alces
6248,Odocoileus hemionus
6249,Canis latrans
6250,Canis lupus
6251,Vulpes vulpes
6252,Lynx canadensis
6253,Puma concolor
6254,Enhydra lutris
6255,Gulo gulo
6256,Lontra canadensis
6257,Martes americana
6258,Mustela erminea
6259,Mustela nivalis
6260,Mustela vison
6261,Callorhinus ursinus
6262,Eumetopias jubatus
6263,Phoca vitulina
6264,Ursus americanus
6265,Ursus arctos
6266,Balaenoptera acutorostrata
6267,Megaptera novaeangliae
6268,Lagenorhynchus obliquidens
6269,Orcinus orca
6270,Eschrichtius robustus
6271,Phocoena phocoena
6272,Phocoenoides dalli
6273,Myotis lucifugus
6274,Lepus americanus
6275,Castor canadensis
6276,Clethrionomys rutilus
6277,Microtus longicaudus
6278,Microtus oeconomus
6279,Peromyscus keeni
6280,Peromyscus maniculatus
